1		0.00949046	0	0.80771
2		0.00949046	5.0947e-05	0.80771
3		0.00949046	0.000101909	0.80771
4		0.00949046	0.000152903	0.80771
5		0.00949046	0.000203943	0.80771
6		0.00949046	0.000255044	0.80771
7		0.00949046	0.000306224	0.80771
8		0.00949046	0.000357496	0.80771
9		0.00949046	0.000408876	0.80771
10		0.00949046	0.000460381	0.80771
11		0.00949046	0.000512026	0.80771
12		0.00949046	0.000563826	0.80771
13		0.00949046	0.000615797	0.80771
14		0.00949046	0.000667956	0.80771
15		0.00949046	0.000720317	0.80771
16		0.00949046	0.000772897	0.80771
17		0.00949046	0.000825711	0.80771
18		0.00949046	0.000878777	0.80771
19		0.00949046	0.000932109	0.80771
20		0.00949046	0.000985724	0.80771
21		0.00949046	0.00103964	0.80771
22		0.00949046	0.00109387	0.80771
23		0.00949046	0.00114843	0.80771
24		0.00949046	0.00120334	0.80771
25		0.00949046	0.00125862	0.80771
26		0.00949046	0.00131428	0.80771
27		0.00949046	0.00137033	0.80771
28		0.00949046	0.00142681	0.80771
29		0.00949046	0.00148371	0.80771
30		0.00949046	0.00154107	0.80771
31		0.00949046	0.0015989	0.80771
32		0.00949046	0.00165721	0.80771
33		0.00949046	0.00171602	0.80771
34		0.00949046	0.00177536	0.80771
35		0.00949046	0.00183523	0.80771
36		0.00949046	0.00189566	0.80771
37		0.00949046	0.00195667	0.80771
38		0.00949046	0.00201827	0.80771
39		0.00949046	0.00208049	0.80771
40		0.00949046	0.00214333	0.80771
41		0.00949046	0.00220683	0.80771
42		0.00949046	0.002271	0.80771
43		0.00949046	0.00233585	0.80771
44		0.00949046	0.00240142	0.80771
45		0.00949046	0.00246771	0.80771
46		0.00949046	0.00253476	0.80771
47		0.00949046	0.00260257	0.80771
48		0.00949046	0.00267117	0.80771
49		0.00949046	0.00274059	0.80771
50		0.00949046	0.00281084	0.80771
51		0.00949046	0.00288194	0.80771
52		0.00949046	0.00295391	0.80771
53		0.00949046	0.00302678	0.80771
54		0.00949046	0.00310058	0.80771
55		0.00949046	0.00317531	0.80771
56		0.00949046	0.00325101	0.80771
57		0.00949046	0.00332769	0.80771
58		0.00949046	0.00340539	0.80771
59		0.00949046	0.00348412	0.80771
60		0.00949046	0.0035639	0.80771
61		0.00949046	0.00364477	0.80771
62		0.00949046	0.00372675	0.80771
63		0.00949046	0.00380985	0.80771
64		0.00949046	0.00389412	0.80771
65		0.00949046	0.00397957	0.80771
66		0.00949046	0.00406622	0.80771
67		0.00949046	0.00415411	0.80771
68		0.00949046	0.00424326	0.80771
69		0.00949046	0.0043337	0.80771
70		0.00949046	0.00442546	0.80771
